# 闸门文件登记簿(#647;`#844` 起第 1 列为**精确条数**,不再是留余量的下界)。
# 每行五列,TAB 分隔:<条数> <工作目录> <测试文件> <delegates_to> <这道闸保证什么>
#
# 「闸门文件」的定义:一个测试文件,**删掉它就会移除某条具体保证**,而不只是减少覆盖率。
# 操作性判据:它断言的是**自己模块之外**的东西 —— 仓库源码文本、vendored/生成的 fixture、
# 上游文件、或一份钉住的清单/登记簿 —— 于是没有别的测试会因为它消失而变红。
#
# ── delegates_to:**默认拒**,不许留空 ────────────────────────────────────────
# 很多源码棘轮会在抬头写明「主判据不在本文件,由 X 执行」。那么删掉 X,保证就没了,而棘轮只
# 守住「源码里有那段文字」—— 按本仓自己的定义,那就是**假闸门**。
# 所以:凡本文件把主判据委派给别的测试文件,必须在这一列列出(逗号分隔,仓库相对路径),
# 且**被委派的文件必须也在本登记簿里**。没有委派就显式写 `-`。留空 = 红。
#
# 为什么不靠自动解析抬头来发现委派:自然语言的说法太多(「真实判据见」「行为层闸门在」
# 「THE PRIMARY JUDGEMENT IS NOT IN THIS FILE」「移至」「由 X 断言」…),按措辞枚举与当初
# 「按文件名枚举」是同一种缺陷 —— 说法不合的就隐形。因此**权威是这一列**(人显式声明,默认拒);
# 抬头扫描只作为**发现用的绊线**:凡在闸门文件正文里出现的其它测试文件,必须已登记、
# 或在 NOT_GATES、或在 REFERENCED_BUT_UNREGISTERED 里写明理由。三者皆无 = 红。
#
# ── 为什么需要**两层**下界(别再只做一层)────────────────────────────────────
#   · 整包地板(workflow 的 `bun test (ui-mac)` 等)抓**灾难性丢失**:加载失败、成片删除、
#     runner 配错。它抓不到「少了一个文件」——实测:
#       ui-mac 删掉 stream-read-hygiene.test.ts → 3077 条 ≥ 地板 3000 → **全绿**
#       ext    删掉 prompt-rebrand.test.ts      →  106 条 ≥ 地板  100 → **全绿**
#   · 本登记簿抓**单点消失**:每个闸门文件单独点名、单独判**精确条数**。
#   两层缺一不可 ——「只上地板」这个错误本仓已经犯过两次(ui-mac 一次、ext 一次)。
#
# ── 第 1 列语义(`#844`)────────────────────────────────────────────────────────
# `N` = 精确条数(默认):实际 pass 必须**恰好等于** N。少 = 有用例被删;多 = 新增未登记
# (未登记的用例可以被静默删掉 —— 旧的 ~20% 余量政策让 35/87 条、合计 131 条用例处于
# 该状态,含两条 guarantee 明写「不留余量」的,#844 实测)。改动闸门文件后跑
#   bash scripts/assert-gate-files.sh --update
# 从实测自动写回本列,让评审读 TSV 的 diff。
# `>=N` = 具名例外(下界语义),仅限条数真的会随**环境**变化的行;guarantee 列必须含
# 完整且理由有非空白字符的 `[例外:<理由>]`,否则判红。登记值(含例外)必须 > 0。当前**零范围例外**
# (#844 勘破实测,两条独立测量轴一致;条数逐 commit 确定)。
#
# ── 平台条件闸(`#1153`)──────────────────────────────────────────────────────
# guarantee 列含**逐字** `[平台:darwin]`(或 `[平台:linux]`,至多一个,词表 = process.platform
# 取值)= 该行只在那个平台上适用。语义三档,谁都不豁免:
#   · 适用平台:照常精确条数(与普通行无异,--update 也照常测量写回);
#   · 不适用平台:**仍然真跑该文件**,要求它**自报 0 条**(实测 bun 1.3.14 对整文件
#     describe.skip 打 `0 pass … Ran N tests across 1 file` 且 exit 0)——「不适用」由
#     登记标注 × 文件自报**两者一致**派生,不是人手标签说了算:该跑的文件被误标 ⇒ 它在本
#     平台跑出 >0 条 ⇒ 当场红;文件被删 ⇒ 匹配 0 个文件 ⇒ 当场红;
#   · 存在不适用行的一跑,整体退出码是 2(门绿但那几行的保证本次未被验证),消费方
#     (alpha-check [6/10] / alpha-ci 的 assert gate files 步)记「未验证」不拦 —— 恒红只会
#     训练下一个人把 darwin-only 判据摘出登记簿,那正是 #1153 的病根。
# 平台条件行不得与 `>=N` 例外叠加;标注写歪(平台词不在词表/一行多个)当场红,不静默退化。
# 为什么需要这一档:REQ-138 的真 sandbox-exec 语料(escape / setid-exec)只在 darwin 存在,
# 精确条数在 linux 上量到 0 恒红 ⇒ 此前只能不登记 ⇒ 整文件可被静默删掉(上文「整包地板
# 抓不到单个文件消失」正是为它写的)。
#
# 新增闸门文件忘了登记 → packages/ui-mac/src/main/gate-file-registry.test.ts 判红。
#
# count	workdir	path	delegates_to	guarantee

# ── contracts-consumer ────────────────────────────────────────────────────────
4	packages/ext	src/alpha-sandbox-reassert.test.ts	-	REQ-138/#1075 AC3「用户改 config 不产生无围栏执行」的唯一执行者:每次加载重新包裹 —— cfg.shell 恒指向 wrapper、用户真 shell 记进 ALPHA_REAL_SHELL、填 wrapper 路径不自嵌套。纯逻辑(platform 用 seam 强制 darwin,fs 捕获式 mock),全平台照跑 —— #1153 票面称它 darwin-only 系误记,实测文件零平台门控,故为普通行
4	packages/ext	src/alpha-sandbox-setid-exec.test.ts	-	#1149 已知代价 K1 的单一权威:围栏开着时 set-ID 二进制在围栏内不可 exec(用户可观察:shell 工具跑 ps/top 得 Operation not permitted)。判据双向各有正样本(意外恢复 exec 红 / 误伤非 set-ID 也红),成员资格从盘上 mode 的 S_ISUID|S_ISGID 派生不靠清单,空输出不算拦住(STARTED 标记缺席 = 测量作废)。真跑 sandbox-exec。[平台:darwin] 非 darwin 上文件自报 skip,由本登记簿按「自报 0 条」验证标注

# ── llm(路由/凭证层;CI 不整包跑上游 llm 测试,只点名 alpha 自有的闸)────────────
3	packages/llm	test/auth-fail-closed.test.ts	-	#652 凭证 fail-closed:未声明 auth 的 route 不得裸奔(0 次 HTTP + 具名失败),显式 Auth.none 仍放行

# ── ui-mac ───────────────────────────────────────────────────────────────────
8	packages/ui-mac	src/main/stream-read-hygiene.test.ts	packages/opencode/test/tool/alpha-websearch-failure.test.ts	#647 类级禁令:全仓禁用 Stream.runForEachWhile(行为闸委派给受托方)
12	packages/ui-mac	src/main/websearch-copies.test.ts	packages/opencode/test/tool/alpha-websearch-failure.test.ts,packages/core/test/alpha-websearch-sovereignty.test.ts,packages/ui-mac/src/main/sidecar-env.test.ts,packages/ui-mac/src/main/alpha-config-injection.test.ts	本地 web search 主权闸位置锁 + 新副本普查网(运行时证据与 env/注入判据均委派)
5	packages/ui-mac	src/main/extension-seed-snapshot.test.ts	-	REQ-102 packaged seed 快照漂移守卫(禁手编 seed)
15	packages/ui-mac	src/main/alpha-web-contract-fixtures.test.ts	-	alpha-web 契约 fixture 锁:契约面变形即红
1	packages/ui-mac	src/main/alpha-contract-health.test.ts	-	契约失败必须以持久 role=alert 横幅暴露(接线锚点)
1	packages/ui-mac	src/main/models-catalog-v2.wiring.test.ts	-	#681/ADR-039 §4:起子进程跑 models-catalog-v2.wiring.cases.ts(mock electron 跑真 registerModelsIpcHandlers),从真实 models-catalog / models-platform-live 入口观察 V2 fetch→decoder→原子 LKG→投影,含「喂 V1 响应必须无 basis 无 pricing」的持久 negative gate 与 sidecar/IPC 反分叉。另含「consumer pin 必须经生产入口跑通全链」(schema 不表达 0.1 网格,只验 schema 会让平台闸接受一份 Desktop 跑不动的 pin)。本文件直接执行判据并钉住子进程用例条数下界 8,故 delegates_to = '-'
22	packages/ui-mac	src/main/gate-file-registry.test.ts	-	本登记簿自身的完备性闸:新增闸门文件未登记即红。`#893` 补两条判据,治的是登记簿**对自己**的两个洞:①同一路径不得同时出现在本表和 NOT_GATES 里(两张表此前在代码里从不相遇,于是 model-contract.test.ts 长期同时躺在两边而无人吭声 —— 后果不是当下漏拦了什么,是下一个人据 NOT_GATES 把它从本表删掉时不会有任何东西变红);②**凡起嵌套 bun test 的子进程宿主一律必须在册**(默认拒),外加反向的「每个 *.cases.ts 必须被至少一个已登记宿主跑到」。②刻意不写成「当前这几个宿主都在册」的枚举 —— 那种形状对新成员默认放行,而本票要治的正是「下一个同形文件仍然默认在册外」。谓词认 argv 形状 process.execPath+"test",不认文件名也不认措辞,并带正/反向合成自检(否则退化成恒假的谓词会让这一整层空对空全绿)。另有一条**自指防线**:扫描必须把本文件排除在宿主之外 —— 本文件正文里必然写着谓词的正例夹具与被讨论的 cases 文件名,不排除的话「本文件」就成了那些 cases 的宿主,孤儿闸对它们永久失效(实测:把 new-session-workspace 的宿主连同登记行一起删掉,修这条之前本闸 15 pass / 0 fail)。下界=实际条数 15,不留余量 `#968` 补第 ⑤ 层「源码文本读取方」(同样是结构性谓词 + 默认拒 + 精确计数 + 正反自检 + 排除 SELF):辖区(packages/ui-mac/src/main/ + packages/ui-mac/test-component/,枚举面是 gitListedTests() ∪ gitListedCases() —— 前者结构上返回不了 *.cases.ts)内凡读仓内 .ts/.tsx 源码文本做断言的测试/用例文件,必须显式落进 source-text-anchors.ts 的两张表之一:DOWNGRADED_ANCHORS(主语是运行期行为而算子是文本 ⇒ 减速带,必须把测试标题改成 `ANCHOR (not a gate): …`)或 KEPT_SOURCE_TEXT_READS(主语就是文本本身:负全称/唯一性/跨包逐字一致/声明式配置)。两张表互斥、不得有死条目、每条都要 why(>40 字)+ 可解析证据指针 + **精确命中行数**(只按文件分类的话,已在册文件里再加第 8 处锚是默认放行的)。删掉这一层失去什么:index.ts 那一批结构上跑不进 bun 的假闸门重新冒充闸门,新增的同形态锚重新默认放行,而整包地板与本表的第 ① 层(按文件名正则)对它们都失明 —— 23 个命中方里 7 成的文件名一个都不命中 GATE_NAME_TOKENS。两张表刻意住在**非测试模块**:它们以测试文件路径为键,而第 ③ 层读的是本文件未剥注释的原始 body,写在这里会让那 23 条路径全部要求分类而三条出口没有一条诚实。刻意**不**把 DOWNGRADED_ANCHORS 那 16 个文件补进本表:本票的论点就是「断言源码文本 ≠ 闸门」,把假闸门登进来等于给它们发真身份证,还给它们套上精确条数下界。反过来,KEPT_SOURCE_TEXT_READS 里以 *.test.ts 结尾的键**必须**在本表里(⑤ 新增一条机械校验)—— 那张表说它们是真闸门,而真闸门不许「删掉不红」;本表末尾四行(alpha-environment / cloud-web-search / ext-cas-gc-scheduler / ext-security-boundaries)就是据此补登的。下界=实际条数 22,不留余量
6	packages/ui-mac	src/main/plugin-internal-boot-order.test.ts	-	#857:Alpha 只改 gitignored 的 embedded-server 构建产物,把 ModelsDevPlugin 的唯一注册从 PluginInternal 外层 State.batch 前置,令完整治理 base/marker 可早提交;编译变量后缀可漂但结构必须唯一,缺失/重复/歧义全部 fail-closed,prebuild 漏接线即红。删掉它:补丁或生产接线可静默消失,首轮 model.list 会重新等到末序批次并让签名冷启动超 2s
9	packages/ui-mac	src/main/sidecar-location-prewarm.test.ts	-	#857:sidecar 在 socket listen 同时经 Server.Default().app 对首页同一 `~/Alpha` 目录依次发带真实 Basic auth 的 V2 marker→model 请求;精确路径/目录/认证、相对路径 fail-closed、并行启动、ready 最多等待 2s 后收口、marker body 排空、两端非 2xx 与异常诊断各一格。删掉认证:请求停在 401,根本不会触发 LocationMiddleware;删掉 model 请求:renderer 首次真实 handler 仍冷#881:每个结局都带**实测耗时**(两侧界:写死 0 过不了下界、写死大常量过不了上界),且 2s 硬顶到期从自由文本升成自己的一格 `timed-out` —— 折回 `{outcome:"failed", error:"…timed out"}` 即红,而喂抛异常 app 的那一格必须保持绿(证明新分支没吞掉旧分类)。
5	packages/ui-mac	src/main/sidecar-stop.test.ts	-	#858:token-only 换血的停止路径 —— 让生产 spawnLocalServer 真发那条 stop 命令,再让假子进程用生产的 parseSidecarStopCommand/stopSidecarListener 消费它,断言引擎 listener 真的收到 `stop(true)`(= http/websocket closeAll)且**一次 kill 都没有**。为什么不能只断耗时:「等满预算再 SIGTERM」和「主动关连接后自己干净退出」给出同一个耗时区间,那条断言测不出这张票要修的东西,还被机器快慢左右。三条反向各钉一个方向:结构性 respawn 与应用退出仍走排空(`stop()` 不传强关参数)、两个兜底预算(500ms/6s)各自不变(否则「把超时全局改小」也能满足正向)、强关只认显式 true(`"1"`/`1`/`false` 一律回落排空)。末条是接线锚 —— sidecar.ts 顶层的 registerHooks/getParentPort() 让它结构上无法被 import,故「生产真的接在共享执行器上」只能锚源码,行为判据在前四条。删掉本文件:停止原因可以静默停止过进程边界,旧 sidecar 退回排空、吃满预算再被 SIGTERM,而没有任何别的测试会红。下界=实际条数 5,不留余量
8	packages/ui-mac	src/main/sidecar-shared-location-map.test.ts	-	#857:Alpha 只改 gitignored embedded-server 生成物,令固定 cors=[oc://renderer] 的 Electron listener 复用 Default 的 singleton routes 与全局 memoMap;其他调用仍 createRoutes(opts)。编译变量后缀可漂,缺失/重复/半补丁/错 memo 全部 fail-closed,prebuild 顺序钉死。删掉它:in-process prewarm 与 socket listener 各建一张 LocationServiceMap,签名冷启动 P95 仍超 2s
40	packages/ui-mac	src/main/package-installability.test.ts	-	REQ-128 唯一 evaluator 的 header/support→payload→strict decoder→secret safe projection 顺序；契约接受的 packageId/version host 不二次收窄且不按 namespace 错路由、四 profile 的 64/65 本地表示边界在 installability 可观察、decoded secret 名不重解；另钉 support presentation、URL/auth、0-call、reason/action、payload fetch 字节帽/redirect/HTTP/最终 URL。下界=实际条数 40,不留余量
7	packages/ui-mac	src/main/package-installability.wiring.test.ts	packages/ui-mac/src/main/catalog-channels.test.ts,packages/ui-mac/src/main/remote-catalog.test.ts	REQ-128 refresh/browse/detail/install-preflight 同一 evaluator、main 重取重判、renderer 篡改无效、真实注册 IPC 返回值递归键白名单与真实随包 package 的形状钉(ac#1132 前提翻转:快照 2026-08-25.2 起第一个真实 package 在场并过生产形状闸)；另钉 §5.1 门一翻正向后的三条(未打补丁的 vendored 产物走真实读链得 compatible、Bundle 图被接受且只停在门二、optional-unsupported leaf 精确 skipped) —— 下界=实际条数 7；候选快照/LKG 拒绝判据委派给已登记受托方
1	packages/ui-mac	src/renderer/extensions/ext-package-detail-wiring.test.ts	-	REQ-128 package safe view 与 admission 经真实 ExtensionHub 卡片/ExtensionDetail 按钮→生产 read/install router→真 coordinator/事务/secret store；钉 preview 授权差异/package 密钥必填文案+空态原因+纯空白禁用与非空恢复/legacy 可留空语义→全量 confirmed+binding+prerequisiteId 原值密钥、0600/DOM 属性与值/HTML/日志/全局 state/事件返回零回显、新 view 刷新、取消/失败零写盘、新 attempt 重试、卡片与详情行内错误;`#698` 追加**成功响应的具名 warning 必须到达用户面**(真 ToastViewport,删掉 hub 那行呈现即红 —— 「诚实只诚实到 IPC 边界」对用户不成立)与用户可达路径闭合:装完之后「移除此扩展包」当场出现、按下去经生产 uninstallPackageV1 真移除、图消失后按钮跟着消失(删掉那颗按钮即红)。`#765` 再追加一条**没有任何呈现代码**的路径(整包卸载的具名 warning 同样到达 `.a-toast`,且恰好一条 —— 判等而不是判「有」,重复呈现即红)。`#771` 再追加一条**可见性时长**的判据:那条 warning 是常驻的(`data-persistent` 与「装没装拆除定时器」同源)且真的活过了一闪而过的窗口(同时推一条普通 toast 作正对照,它必须消失 —— 否则定时器不跑时整条断言会空转);把 ext-ipc.ts 的 duration:0 去掉即红。子进程条数 14 pass 钉在 wrapper 里
4	packages/ui-mac	src/renderer/extensions/ext-package-presentation.test.ts	-	REQ-128 verdict/action/reason/prerequisite 四张映射表穷举与中英文非空、静态视觉 harness 中文对 zh.ts 的漂移闸;`#697` 追加逐组件那一面的穷举闸:遍历 decoder 的 PACKAGE_COMPONENT_SKIP_REASONS_V1 与 role×required×(included|每个 skip token) 的全部合法输入,断言映射无遗漏(新 token 无映射即红)、无共用、渲染 key 集逐字钉死,且每个 key 在 en 与 zh **都存在且非空** —— t() 缺翻译时回退到 key 本身,用户会读到一行 alpha.ext.*。下界=实际条数 4,不留余量
4	packages/ui-mac	src/renderer/extensions/ext-ipc-chokepoint.test.ts	packages/ui-mac/src/renderer/extensions/ext-package-detail-wiring.test.ts	`#765` 扩展 IPC 咽喉:整棵 renderer 生产树里只有 extensions/ext-ipc.ts 允许直接够到 window.api.ext,新增一个直连调用点(= 绕过 warning 呈现,而绕过是静默的)即红;另含走查非空自检与正则反向自检(喂真实直连/非直连文本各判一遍,免得正则退化成恒不开火)。「呈现真的发生在用户面」的行为判据委派给已登记的 ext-package-detail-wiring.test.ts。下界=实际条数 4,不留余量
3	packages/ui-mac	src/main/package-admission.wiring.test.ts	packages/ui-mac/src/main/package-admission.test.ts	REQ-128 生产 ext-install-catalog IPC 与真 Ed25519 coherent snapshot 都直达唯一 admission、现有 transaction/authorization/受限 secret store；固定 preview→四组 digest 授权→重取重验→prepared populate/probe→switch/记账，子进程条数各自钉死；cancel/stale/replay/tamper/TOCTOU 负向矩阵委派给已登记受托方
1	packages/ui-mac	src/main/package-builders-wiring.test.ts	-	REQ-128 #705 生产接线闸:真实注册的 ext-install-catalog IPC 装 agent / 密钥 MCP 必须分别经 buildAgentTxItems / buildMcpTxItems,registerExtIpcHandlers 的恢复接线必须由 extensionHealthProbeRouter 造探针,且引擎真正调到的就是它。另含 MCP live-叶闸的受管重装格(有 config 且有 V2 receipt 必须放行)。主判据在子进程 test-component/package-builders-wiring.cases.ts,条数(4 pass / 0 fail)钉在本文件里;把 builder 调用换回内联、把 recoveryOpts.probe 换回手写组合、或把 live-叶闸的账本豁免 `&& !findRecordV2(...)` 拿掉,均即红。下界=实际条数 1,不留余量
1	packages/ui-mac	src/main/package-secret-recovery-wiring.test.ts	-	REQ-128 #712 生产接线闸:崩在 populate 之后、提交之前 —— 受限密钥版本已在盘上而 live config 从未指向它。registerExtIpcHandlers 构造的 recoveryOpts 必须带 releasePrepared,且引擎真的调到它:孤儿版本被释放、live config 仍引用的版本毫发无伤、config 逐字未变、「仍被引用」如实上报、后续写不被挡死。主判据在子进程 test-component/package-secret-recovery-wiring.cases.ts,条数(1 pass / 0 fail)钉在本文件里;删掉 ext-ipc.ts 那行 releasePrepared,孤儿原样留盘即红。下界=实际条数 1,不留余量
1	packages/ui-mac	src/main/package-mixed-bundle.wiring.test.ts	-	REQ-128 #697 canonical mixed Bundle(Agent root + Skill leaf + 带必需密钥的 MCP leaf + Command leaf + 一个已策展但宿主不支持的 optional leaf)的生产接线闸:真 registerExtIpcHandlers 的 ext-install-catalog → 真 admission → 一次 runExtensionTransaction(五条 item)→ 一份 PackageLedgerMutationV1;逐组件 binding/授权集、被跳过组件零 fetch/零 item/零 claim、safe view=确认屏=Bundle 授权收据三面 skip 原因逐字相同;download/secret/config/probe/receipt 五条具名 fault 与全部 TX_CRASH_POINTS 经真 ext-ipc recoveryOpts 收敛后盘面恒「全旧或全新」(十一格盘面向量),无 secret orphan、无 double load、无 child-only record。主判据在子进程 test-component/package-mixed-bundle.wiring.cases.ts,条数(3 pass / 0 fail)钉在本文件里。下界=实际条数 1,不留余量
2	packages/ui-mac	src/main/boot-dangling-onboarding-wiring.test.ts	-	REQ-053 AC2 `#1031` 接线闸:index.ts 必须在每个 `if (!TEST_ONBOARDING)` 块之外调用 `runBootDanglingSweep`,且恰好一次、排在首个 spawnLocalServer 之前;REQ-059/065/104 reconcile 与全局 ecosystem gate 必须仍留在 skip 内。删掉本文件:boot sweep 可以被塞回 onboarding skip,隔离夹具再次整段不跑 AC2,而 `boot-dangling-sweep.test.ts` 仍绿(它测的是抽出的模块,不测 index 调用点)。`#1036` 起同文件另含 REQ-053 A2 早退判据:bootEnforcementGap 分支里 `if (TEST_ONBOARDING)` 的 `app.exit(1)` 必须排在 dialog.showErrorBox 之前 —— onboarding 探针撞上 enforcement gap 时以 exit 1 收场,不卡在模态上。下界=实际条数 2,不留余量(#1094 补登:#1036 加测试时漏了本表与 source-text-anchors 两本登记)
